Id,AccountId,Name,Type,CreatedDate,CloseDate,Owner,OwnerId,StageName,QuarterStatus,Amount,ARR,Geography__c,Region__c
300000000000137,200000000000202,Allianz 1,Expansion,2010-10-24T07:00:00.000+0000,2011-02-07,Aaron Little,100000000000024,Closed Lost,,132600,,North America,United States
300000000000138,200000000000791,Brink's 1,New Business,2010-10-27T07:00:00.000+0000,2012-12-14,Mae Clayton,100000000000077,Closed Lost,,,,Europe,Eastern Europe
300000000000139,200000000000164,Albore 2,New Business,2010-10-28T07:00:00.000+0000,2010-12-15,Aaron Little,100000000000024,Closed Lost,Closed Lost,31350,,North America,United States
300000000000140,200000000000955,Cemex 1,New Business,2010-10-30T07:00:00.000+0000,2011-03-31,Michele Gonzalez,100000000000025,Closed Lost,,42820,,Asia Pacific,China
300000000000141,200000000000984,CEZ Group 1,New Business,2010-11-02T07:00:00.000+0000,2011-06-30,Michele Gonzalez,100000000000025,Closed Lost,,30000,,Asia Pacific,China
300000000000142,200000000000991,Champion Enterprises Inc. 1,New Business,2010-11-02T07:00:00.000+0000,2011-06-30,Michele Gonzalez,100000000000025,Closed Lost,,30000,,Asia Pacific,China
300000000000143,200000000000473,Au Bon Pain 1,New Business,2010-11-03T07:00:00.000+0000,2011-06-30,Mae Clayton,100000000000077,Closed Lost,,132600,,Asia Pacific,China
300000000000144,200000000000737,BMCE Bank 1,New Business,2010-11-03T07:00:00.000+0000,2011-06-30,Mae Clayton,100000000000077,Closed Lost,,35400,,Asia Pacific,China
300000000000145,200000000000930,Cathay Financial 1,New Business,2010-11-03T07:00:00.000+0000,2016-04-08,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000146,200000000000998,Charter Arms 1,New Business,2010-11-03T07:00:00.000+0000,2013-01-25,Marlene Young,100000000000119,Closed Lost,Closed Lost,35400,,North America,Canada
300000000000147,200000000000999,Charter Communications 1,New Business,2010-11-04T07:00:00.000+0000,2011-01-04,Mae Clayton,100000000000077,Closed Lost,,67800,,Asia Pacific,China
300000000000148,200000000000936,CBRL Group Inc. 1,New Business,2010-11-05T07:00:00.000+0000,2011-04-04,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000149,200000000000150,AK Steel Holding Corporation 1,Expansion,2010-11-08T08:00:00.000+0000,2016-04-08,Jan Barnett,100000000000043,Closed Lost,,35400,,North America,United States
300000000000150,200000000001000,Charter Communications Inc. 1,New Business,2010-11-08T08:00:00.000+0000,2012-03-22,Howard Murray,100000000000094,Closed Won,Closed Won,188900,,Europe,Western Europe
300000000000151,200000000000071,ADC Telecommunications 1,New Business,2010-11-08T08:00:00.000+0000,2016-04-08,Michele Gonzalez,100000000000025,Closed Lost,,,,Asia Pacific,China
300000000000152,200000000000943,CDW Computer Centers Inc. 1,New Business,2010-11-09T08:00:00.000+0000,2011-06-30,Mae Clayton,100000000000077,Closed Lost,,67800,,Asia Pacific,China
300000000000153,200000000000130,Ainyx 1,New Business,2010-11-09T08:00:00.000+0000,2011-06-30,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000154,200000000000120,AGL Resources 1,Expansion,2010-11-11T08:00:00.000+0000,2011-11-30,Mae Clayton,100000000000077,Closed Lost,,132600,,North America,United States
300000000000155,200000000000129,Ailane 1,New Business,2010-11-12T08:00:00.000+0000,2011-09-30,Mae Clayton,100000000000077,Closed Lost,,205500,,Asia Pacific,China
300000000000156,200000000000947,Cedescent 1,New Business,2010-11-15T08:00:00.000+0000,2016-04-08,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000157,200000000000939,CC Media Holdings 1,New Business,2010-11-15T08:00:00.000+0000,2011-04-04,Michele Gonzalez,100000000000025,Closed Lost,,,,Asia Pacific,China
300000000000158,200000000000019,Abandu 2,Renewal,2010-11-18T08:00:00.000+0000,2011-06-28,Aaron Little,100000000000024,Closed Won,Closed Won,57670,,North America,United States
300000000000159,200000000000193,Allergan 3,Renewal,2010-11-18T08:00:00.000+0000,2011-03-21,Julius Willis,100000000000004,Closed Won,Closed Won,100200,,North America,United States
300000000000160,200000000000020,Abanti 3,Renewal,2010-11-18T08:00:00.000+0000,2011-03-30,Julius Willis,100000000000004,Closed Won,Closed Won,100200,,North America,United States
300000000000161,200000000000164,Albore 3,Renewal,2010-11-18T08:00:00.000+0000,2011-09-29,Nancy Simon,100000000000081,Closed Won,Closed Won,67800,,North America,United States
300000000000162,200000000000498,Automia 2,Renewal,2010-11-18T08:00:00.000+0000,2010-12-17,Kayla Leonard,100000000000010,Closed Won,Closed Won,119640,,North America,United States
