Id,AccountId,Name,Type,CreatedDate,CloseDate,Owner,OwnerId,StageName,QuarterStatus,Amount,ARR,Geography__c,Region__c
300000000000030,200000000000309,Anadarko Petroleum 1,Expansion,4/26/10,2/7/11,Aaron Little,100000000000024,Closed Lost,,67800,,Europe,Western Europe
300000000000031,200000000000321,Andritz 1,Expansion,4/30/10,11/29/10,Aaron Little,100000000000024,Closed Lost,,67800,,North America,United States
300000000000032,200000000000425,Asahi Glass 1,Expansion,5/3/10,12/3/10,Jan Barnett,100000000000043,Closed Lost,,67800,,North America,United States
300000000000033,200000000000042,ACCO Brands 1,Expansion,5/3/10,5/31/11,Jan Barnett,100000000000043,Closed Lost,,67800,,North America,United States
300000000000034,200000000000213,Alpha Bank 1,New Business,5/3/10,10/12/11,Nancy Simon,100000000000081,Closed Lost,,,,North America,United States
300000000000035,200000000000160,Albertsons LLC 1,Expansion,5/3/10,10/12/11,Nancy Simon,100000000000081,Closed Lost,,,,North America,United States
300000000000036,200000000000226,Amニ_rica Mニ__vil 1,New Business,5/3/10,10/12/11,Nancy Simon,100000000000081,Closed Lost,,,,North America,United States
300000000000037,200000000000401,Arch Coal Inc. 1,New Business,5/3/10,8/31/11,Michele Gonzalez,100000000000025,Closed Lost,Closed Lost,,,Asia Pacific,China
300000000000038,200000000000102,Aetna Inc. 1,Expansion,5/6/10,4/8/16,Aaron Little,100000000000024,Closed Lost,Closed Lost,35400,,North America,United States
300000000000039,200000000000268,American International Group 1,New Business,5/11/10,10/1/10,Aaron Little,100000000000024,Closed Lost,,67800,,North America,United States
300000000000040,200000000000224,Altria Group 1,New Business,5/18/10,10/12/11,Nancy Simon,100000000000081,Closed Lost,Closed Lost,,,North America,United States
300000000000041,200000000000254,American Eagle Outfitters 1,Expansion,5/19/10,10/3/10,Aaron Little,100000000000024,Closed Lost,,67800,,North America,United States
300000000000042,200000000000152,Akbank 1,Expansion,5/19/10,10/18/10,Aaron Little,100000000000024,Closed Lost,,67800,,North America,United States
300000000000043,200000000000289,Amkor Technology 1,Expansion,5/19/10,9/1/10,Aaron Little,100000000000024,Closed Lost,,67800,,Asia Pacific,China
300000000000044,200000000000480,Audose 1,Expansion,5/19/10,9/1/10,Rosemarie Fisher,100000000000005,Closed Lost,,67800,,Asia Pacific,China
300000000000045,200000000000156,Alaska Air Group Inc. 1,Expansion,5/21/10,10/1/10,Aaron Little,100000000000024,Closed Lost,,67800,,North America,United States
300000000000046,200000000000273,American Reprographics Company 1,New Business,5/25/10,11/16/11,Aaron Little,100000000000024,Closed Lost,,,,North America,United States
300000000000047,200000000000407,Archose 1,New Business,5/25/10,10/12/11,Nancy Simon,100000000000081,Closed Lost,,,,North America,United States
300000000000048,200000000000463,Atlantia 1,Expansion,6/4/10,7/1/11,Michele Gonzalez,100000000000025,Closed Lost,,67800,,Asia Pacific,China
300000000000049,200000000000573,Bank Audi 1,Expansion,6/9/10,7/1/10,Julius Willis,100000000000004,Closed Won,Closed Won,35400,,Asia Pacific,Australia
300000000000050,200000000000498,Automia 1,New Business,6/17/10,7/27/10,Kayla Leonard,100000000000010,Closed Won,,148800,,North America,United States
300000000000051,200000000000399,Arch Capital Group 1,Expansion,6/21/10,11/29/10,Lynn Richards,100000000000017,Closed Won,Closed Won,139080,,Europe,Eastern Europe
300000000000052,200000000000259,American Equity Investment 1,Expansion,6/21/10,9/27/11,Agnes Dixon,100000000000102,Closed Lost,,67800,,Europe,Eastern Europe
300000000000053,200000000000133,Air Liquide 1,New Business,6/21/10,4/8/16,Stuart Soto,100000000000046,Closed Lost,,36750,,Europe,Eastern Europe
300000000000054,200000000000164,Albore 1,New Business,6/22/10,9/29/10,Hope Lynch,100000000000009,Closed Won,Closed Won,30540,,North America,United States
300000000000055,200000000000168,Alcoa Inc. 1,Expansion,6/28/10,9/27/11,Nancy Simon,100000000000081,Closed Lost,,,,North America,United States
300000000000056,200000000000159,Albertson's Inc. 1,Expansion,6/29/10,12/3/10,Aaron Little,100000000000024,Closed Lost,,67800,,North America,United States
300000000000057,200000000000505,Avago Technologies 1,Expansion,7/6/10,2/7/11,Aaron Little,100000000000024,Closed Lost,,70500,,Africa,Africa
300000000000058,200000000000543,Baidu 1,Expansion,7/6/10,1/6/11,Aaron Little,100000000000024,Closed Lost,,67800,,North America,United States
300000000000059,200000000000222,Altra Industrial Motion 1,Expansion,7/6/10,2/7/11,Aaron Little,100000000000024,Closed Lost,Closed Lost,67800,,North America,United States
300000000000060,200000000000203,Allied Insurance 1,Expansion,7/6/10,6/30/11,Aaron Little,100000000000024,Closed Lost,,205500,,North America,United States
300000000000061,200000000000107,AFLAC Incorporated 1,Expansion,7/6/10,2/7/11,Marlon Burton,100000000000055,Closed Lost,,132600,,Asia Pacific,China
300000000000062,200000000000249,American Apparel 1,New Business,7/6/10,3/23/11,Julius Willis,100000000000004,Closed Won,Closed Won,388840,,North America,United States
300000000000063,200000000000497,Autombee 1,New Business,7/6/10,10/12/11,Nancy Simon,100000000000081,Closed Lost,,,,North America,United States
300000000000064,200000000000331,Animose 1,New Business,7/6/10,3/8/13,Stella Peters,100000000000107,Closed Lost,Closed Lost,,,North America,United States
300000000000065,200000000000237,Ambita 1,Expansion,7/7/10,2/7/11,Aaron Little,100000000000024,Closed Lost,,67800,,North America,United States
300000000000066,200000000000492,Autoliv 1,New Business,7/7/10,2/7/11,Aaron Little,100000000000024,Closed Lost,,132600,,North America,United States
300000000000067,200000000000634,BCI-Banco Credito 1,New Business,7/7/10,4/8/16,Victoria Mckenzie,100000000000050,Closed Lost,,,,Europe,Eastern Europe
300000000000068,200000000000198,Alliance Rubber Company 1,New Business,7/8/10,2/28/11,Jan Barnett,100000000000043,Closed Lost,,67800,,North America,United States
300000000000069,200000000000725,Black Hills Corporation 1,Expansion,7/9/10,12/8/10,Julius Willis,100000000000004,Closed Won,Closed Won,138000,,Europe,Western Europe
300000000000070,200000000000341,Ansys 1,New Business,7/12/10,12/3/10,Stuart Soto,100000000000046,Closed Lost,,,,Europe,Eastern Europe
300000000000071,200000000000743,Boeing 1,Expansion,7/13/10,2/13/11,Aaron Little,100000000000024,Closed Lost,,,,North America,United States
300000000000072,200000000000735,BMC Software 1,New Business,7/13/10,3/4/11,Jan Barnett,100000000000043,Closed Lost,,35400,,North America,United States
300000000000073,200000000000350,Antido 1,New Business,7/14/10,10/14/11,Marlon Burton,100000000000055,Closed Lost,,,,Europe,Eastern Europe
300000000000074,200000000000205,Allied Waste Industries Inc. 1,Expansion,7/15/10,2/13/11,Aaron Little,100000000000024,Closed Lost,,,,North America,United States
300000000000075,200000000000694,Bharat Petroleum 1,New Business,7/15/10,4/8/16,Aaron Little,100000000000024,Closed Lost,,,,North America,United States
300000000000076,200000000000755,Books-A-Million 1,Expansion,7/15/10,2/13/11,Aaron Little,100000000000024,Closed Lost,,,,North America,United States
300000000000077,200000000000002,24 Hour Fitness 2,Expansion,7/15/10,2/7/11,Aaron Little,100000000000024,Closed Lost,,70500,,North America,United States
300000000000078,200000000000754,Bonosis 1,Expansion,7/15/10,2/13/11,Aaron Little,100000000000024,Closed Lost,,,,North America,United States
300000000000079,200000000000004,3Com Corp 1,Expansion,7/15/10,2/7/11,Aaron Little,100000000000024,Closed Lost,,70500,,North America,United States
300000000000080,200000000000294,AMP 1,New Business,7/15/10,6/30/10,Julius Willis,100000000000004,Closed Won,Closed Won,35400,,North America,United States
300000000000081,200000000000348,Antevee 1,New Business,7/16/10,1/20/12,Victoria Mckenzie,100000000000050,Closed Lost,,,,Europe,Eastern Europe
300000000000082,200000000000789,Brightpoint Inc. 1,New Business,7/20/10,2/13/11,Aaron Little,100000000000024,Closed Lost,,,,North America,United States
300000000000083,200000000000430,Ashikaga Holdings 1,Expansion,7/22/10,2/7/11,Alfonso Goodwin,100000000000096,Closed Lost,,67800,,Europe,Western Europe
300000000000084,200000000000267,American Home Mortgage 1,New Business,7/27/10,1/6/11,Aaron Little,100000000000024,Closed Lost,,138000,,North America,United States
300000000000085,200000000000795,Bristol-Myers Squibb Company 1,Expansion,7/27/10,6/30/11,Aaron Little,100000000000024,Closed Lost,,,,North America,United States
300000000000086,200000000000015,Aareal Bank 1,New Business,7/29/10,12/6/10,Hector Gomez,100000000000023,Closed Won,Closed Won,57000,,Asia Pacific,China
300000000000087,200000000000093,AECOM 1,Expansion,7/29/10,9/30/11,Marlon Burton,100000000000055,Closed Lost,,104250,,Asia Pacific,China
300000000000088,200000000000324,Anglo American 1,Expansion,7/29/10,4/8/16,Victoria Mckenzie,100000000000050,Closed Lost,,67800,,Asia Pacific,China
300000000000089,200000000000113,Agilent Technologies 1,Expansion,7/29/10,4/8/16,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000090,200000000000014,A2A 1,Expansion,7/30/10,9/30/11,Marlon Burton,100000000000055,Closed Lost,,70500,,Asia Pacific,China
300000000000091,200000000000803,Brookdale Senior Living 1,Expansion,8/3/10,2/14/11,Aaron Little,100000000000024,Closed Lost,,35400,,North America,United States
300000000000092,200000000000420,Arrow Electronics 1,Expansion,8/9/10,4/8/16,Aaron Little,100000000000024,Closed Lost,,67800,,Europe,Western Europe
300000000000093,200000000000468,Atmos Energy 1,Expansion,8/9/10,6/30/11,Joann Gross,100000000000065,Closed Lost,,35400,,Asia Pacific,China
300000000000094,200000000000269,American International Group Inc. 1,New Business,8/9/10,10/12/11,Nancy Simon,100000000000081,Closed Lost,,,,North America,United States
300000000000095,200000000000246,America West Holdings Corporation 1,New Business,8/9/10,9/30/10,Hope Lynch,100000000000009,Closed Won,Closed Won,205500,,North America,United States
300000000000096,200000000000089,Advanced Semiconductor 1,New Business,8/9/10,9/30/11,Michele Gonzalez,100000000000025,Closed Lost,,138000,,Asia Pacific,China
300000000000097,200000000000297,Amphicero 1,Expansion,8/9/10,6/28/11,Michele Gonzalez,100000000000025,Closed Lost,,,,Asia Pacific,China
300000000000098,200000000000877,Canadian National Railway 1,Expansion,8/9/10,7/28/11,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000099,200000000000303,AMSOIL Inc. 1,Expansion,8/10/10,3/1/11,Aaron Little,100000000000024,Closed Lost,,35400,,North America,United States
300000000000100,200000000000104,Affiliated Computer Services Inc. 1,Expansion,8/10/10,2/7/11,Marlon Burton,100000000000055,Closed Lost,,70500,,Asia Pacific,China
300000000000101,200000000000558,Banca Popolare dell'Emilia 1,Expansion,8/18/10,9/30/10,Kayla Leonard,100000000000010,Closed Won,Closed Won,268950,,North America,United States
300000000000102,200000000000301,Amphiyo 1,New Business,8/20/10,9/30/10,Aaron Little,100000000000024,Closed Lost,,16500,,North America,United States
300000000000103,200000000000902,Caposis 1,New Business,8/20/10,12/31/10,Rosemarie Fisher,100000000000005,Closed Lost,,,,North America,United States
300000000000104,200000000000904,Cardinal Health Inc. 1,New Business,8/20/10,12/31/10,Jan Barnett,100000000000043,Closed Lost,,35400,,North America,United States
300000000000105,200000000000429,Asbury Automotive Group 1,New Business,8/23/10,7/28/11,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000106,200000000000571,Bancolombia 1,Expansion,8/26/10,2/7/11,Aaron Little,100000000000024,Closed Lost,,35400,,North America,United States
300000000000107,200000000000561,Banco BPI 1,New Business,8/26/10,12/22/10,Rosemarie Fisher,100000000000005,Closed Won,,136650,,North America,United States
300000000000108,200000000000260,American Express 1,Expansion,8/26/10,12/21/10,Rosemarie Fisher,100000000000005,Closed Won,Closed Won,111000,,North America,United States
300000000000109,200000000000727,Blackstone Group 1,Expansion,9/1/10,12/2/10,Hope Lynch,100000000000009,Closed Won,Closed Won,100200,,North America,United States
300000000000110,200000000000383,Applied Materials 1,New Business,9/2/10,3/30/11,Victoria Mckenzie,100000000000050,Closed Lost,,,,Europe,Eastern Europe
300000000000111,200000000000115,Agimbee 1,New Business,9/2/10,10/5/11,Michele Gonzalez,100000000000025,Closed Lost,,391800,,Asia Pacific,China
300000000000112,200000000000923,Carter's Inc. 1,New Business,9/7/10,8/21/11,Jan Barnett,100000000000043,Closed Lost,,,,North America,United States
300000000000113,200000000000596,Bank of Nagoya 1,New Business,9/8/10,1/31/11,Jan Barnett,100000000000043,Closed Lost,,35400,,North America,United States
300000000000114,200000000000369,Apollo Global Management 1,New Business,9/9/10,10/1/10,Rosemarie Fisher,100000000000005,Closed Lost,,35400,,Europe,Eastern Europe
300000000000115,200000000000509,Avatri 1,Expansion,9/16/10,4/8/16,Victoria Mckenzie,100000000000050,Closed Lost,,,,Europe,Eastern Europe
300000000000116,200000000000397,Arca Continental 1,Expansion,9/20/10,1/7/11,Aaron Little,100000000000024,Closed Lost,,138000,,North America,United States
300000000000117,200000000000491,Autodesk 1,New Business,9/23/10,5/20/11,Aaron Little,100000000000024,Closed Won,Closed Won,210900,,Europe,Eastern Europe
300000000000118,200000000000199,Alliant Energy 1,New Business,9/24/10,10/12/11,Nancy Simon,100000000000081,Closed Lost,,,,North America,United States
300000000000119,200000000000559,Banca Popolare di Milano 1,New Business,9/27/10,12/21/10,Rosemarie Fisher,100000000000005,Closed Won,Closed Won,405400,,North America,United States
300000000000120,200000000000927,Catamaran 1,New Business,10/1/10,2/7/11,Aaron Little,100000000000024,Closed Lost,,35400,,Europe,Western Europe
300000000000121,200000000000220,Altera Corporation 1,New Business,10/5/10,6/29/12,Stella Peters,100000000000107,Closed Lost,Closed Lost,,,Europe,Eastern Europe
300000000000122,200000000000193,Allergan 2,Expansion,10/6/10,9/30/10,Julius Willis,100000000000004,Closed Won,Closed Won,67800,,North America,United States
300000000000123,200000000000594,Bank of Kyoto 1,New Business,10/8/10,4/8/16,Jan Barnett,100000000000043,Closed Lost,,67800,,North America,United States
300000000000124,200000000000928,Caterpillar 1,New Business,10/8/10,12/31/10,Mae Clayton,100000000000077,Closed Lost,,67800,,Asia Pacific,China
300000000000125,200000000000345,Antepe 1,New Business,10/12/10,10/17/11,Mae Clayton,100000000000077,Closed Lost,,,,Europe,Eastern Europe
300000000000126,200000000000585,Bank of Beijing 1,Expansion,10/13/10,7/29/11,Victoria Mckenzie,100000000000050,Closed Lost,,35400,,Asia Pacific,China
300000000000127,200000000000953,Celgene 1,New Business,10/15/10,6/30/11,Michele Gonzalez,100000000000025,Closed Lost,,16500,,Asia Pacific,China
300000000000128,200000000000965,Centinti 1,New Business,10/15/10,3/31/11,Michele Gonzalez,100000000000025,Closed Lost,,70500,,Asia Pacific,China
300000000000129,200000000000968,Central Bank of India 1,New Business,10/18/10,4/8/16,Joann Gross,100000000000065,Closed Lost,,,,Asia Pacific,China
300000000000130,200000000000934,Cbeyond 1,New Business,10/18/10,4/8/16,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000131,200000000000009,A. O. Smith 2,New Business,10/19/10,12/3/10,Aaron Little,100000000000024,Closed Lost,,67800,,North America,United States
300000000000132,200000000000458,AT&T Inc. 1,New Business,10/20/10,10/28/11,Michele Gonzalez,100000000000025,Closed Lost,,70500,,Asia Pacific,China
300000000000133,200000000000280,Ameriprise Financial 1,New Business,10/21/10,4/8/16,Aaron Little,100000000000024,Closed Lost,,51600,,North America,United States
300000000000134,200000000000186,Alleghany 1,New Business,10/22/10,6/27/11,Michele Gonzalez,100000000000025,Closed Lost,,51600,,Asia Pacific,China
300000000000135,200000000000969,Central Japan Railway 1,New Business,10/22/10,4/28/11,Michele Gonzalez,100000000000025,Closed Won,Closed Won,76120,,North America,United States
300000000000136,200000000000465,Atlas Copco 1,New Business,10/22/10,4/8/16,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000137,200000000000202,Allianz 1,Expansion,10/24/10,2/7/11,Aaron Little,100000000000024,Closed Lost,,132600,,North America,United States
300000000000138,200000000000791,Brink's 1,New Business,10/27/10,12/14/12,Mae Clayton,100000000000077,Closed Lost,,,,Europe,Eastern Europe
300000000000139,200000000000164,Albore 2,New Business,10/28/10,12/15/10,Aaron Little,100000000000024,Closed Lost,Closed Lost,31350,,North America,United States
300000000000140,200000000000955,Cemex 1,New Business,10/30/10,3/31/11,Michele Gonzalez,100000000000025,Closed Lost,,42820,,Asia Pacific,China
300000000000141,200000000000984,CEZ Group 1,New Business,11/2/10,6/30/11,Michele Gonzalez,100000000000025,Closed Lost,,30000,,Asia Pacific,China
300000000000142,200000000000991,Champion Enterprises Inc. 1,New Business,11/2/10,6/30/11,Michele Gonzalez,100000000000025,Closed Lost,,30000,,Asia Pacific,China
300000000000143,200000000000473,Au Bon Pain 1,New Business,11/3/10,6/30/11,Mae Clayton,100000000000077,Closed Lost,,132600,,Asia Pacific,China
300000000000144,200000000000737,BMCE Bank 1,New Business,11/3/10,6/30/11,Mae Clayton,100000000000077,Closed Lost,,35400,,Asia Pacific,China
300000000000145,200000000000930,Cathay Financial 1,New Business,11/3/10,4/8/16,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000146,200000000000998,Charter Arms 1,New Business,11/3/10,1/25/13,Marlene Young,100000000000119,Closed Lost,Closed Lost,35400,,North America,Canada
300000000000147,200000000000999,Charter Communications 1,New Business,11/4/10,1/4/11,Mae Clayton,100000000000077,Closed Lost,,67800,,Asia Pacific,China
300000000000148,200000000000936,CBRL Group Inc. 1,New Business,11/5/10,4/4/11,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000149,200000000000150,AK Steel Holding Corporation 1,Expansion,11/8/10,4/8/16,Jan Barnett,100000000000043,Closed Lost,,35400,,North America,United States
300000000000150,200000000001000,Charter Communications Inc. 1,New Business,11/8/10,3/22/12,Howard Murray,100000000000094,Closed Won,Closed Won,188900,,Europe,Western Europe
300000000000151,200000000000071,ADC Telecommunications 1,New Business,11/8/10,4/8/16,Michele Gonzalez,100000000000025,Closed Lost,,,,Asia Pacific,China
300000000000152,200000000000943,CDW Computer Centers Inc. 1,New Business,11/9/10,6/30/11,Mae Clayton,100000000000077,Closed Lost,,67800,,Asia Pacific,China
300000000000153,200000000000130,Ainyx 1,New Business,11/9/10,6/30/11,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000154,200000000000120,AGL Resources 1,Expansion,11/11/10,11/30/11,Mae Clayton,100000000000077,Closed Lost,,132600,,North America,United States
300000000000155,200000000000129,Ailane 1,New Business,11/12/10,9/30/11,Mae Clayton,100000000000077,Closed Lost,,205500,,Asia Pacific,China
300000000000156,200000000000947,Cedescent 1,New Business,11/15/10,4/8/16,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000157,200000000000939,CC Media Holdings 1,New Business,11/15/10,4/4/11,Michele Gonzalez,100000000000025,Closed Lost,,,,Asia Pacific,China
300000000000158,200000000000019,Abandu 2,Renewal,11/18/10,6/28/11,Aaron Little,100000000000024,Closed Won,Closed Won,57670,,North America,United States
300000000000159,200000000000193,Allergan 3,Renewal,11/18/10,3/21/11,Julius Willis,100000000000004,Closed Won,Closed Won,100200,,North America,United States
300000000000160,200000000000020,Abanti 3,Renewal,11/18/10,3/30/11,Julius Willis,100000000000004,Closed Won,Closed Won,100200,,North America,United States
300000000000161,200000000000164,Albore 3,Renewal,11/18/10,9/29/11,Nancy Simon,100000000000081,Closed Won,Closed Won,67800,,North America,United States
300000000000162,200000000000498,Automia 2,Renewal,11/18/10,12/17/10,Kayla Leonard,100000000000010,Closed Won,Closed Won,119640,,North America,United States
300000000000163,200000000000057,Acme Fresh Market 2,Renewal,11/18/10,4/30/15,Scott Rogers,100000000000188,Closed Won,Closed Won,110990,102690,Asia Pacific,Australia
300000000000164,200000000000020,Abanti 4,Renewal,11/18/10,8/14/12,Antonia Dixon,100000000000093,Closed Won,Closed Won,100200,,North America,United States
300000000000165,200000000000558,Banca Popolare dell'Emilia 2,Renewal,11/18/10,8/28/12,Antonia Dixon,100000000000093,Closed Won,Closed Won,583500,,North America,United States
300000000000166,200000000000175,Alfresa Holdings 1,New Business,11/28/10,4/8/16,Aaron Little,100000000000024,Closed Lost,,,,North America,United States
300000000000167,200000000000876,Canadian Imperial Bank 1,New Business,12/3/10,10/5/11,Michele Gonzalez,100000000000025,Closed Lost,,67800,,Asia Pacific,China
300000000000168,200000000000328,Animer 1,New Business,12/3/10,6/30/11,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000169,200000000000015,Aareal Bank 2,New Business,12/6/10,9/26/11,Michele Gonzalez,100000000000025,Closed Lost,,,,Asia Pacific,China
300000000000170,200000000000933,Cattolica Assicurazioni 1,New Business,12/10/10,9/26/11,Michele Gonzalez,100000000000025,Closed Lost,,,,Asia Pacific,China
300000000000171,200000000000016,Aaron's Inc. 1,New Business,12/10/10,4/8/16,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000172,200000000000498,Automia 3,Expansion,12/16/10,6/29/12,Antonia Dixon,100000000000093,Closed Won,Closed Won,268940,,North America,United States
300000000000173,200000000000725,Black Hills Corporation 2,Renewal,12/17/10,9/27/11,Aaron Little,100000000000024,Closed Won,Closed Won,138000,,Europe,Western Europe
300000000000174,200000000001006,Cheniere Energy 1,New Business,12/17/10,6/30/11,Michele Gonzalez,100000000000025,Closed Lost,,,,Asia Pacific,China
300000000000175,200000000000007,4Licensing Corporation 2,Renewal,12/21/10,12/22/11,Jan Barnett,100000000000043,Closed Won,Closed Won,150150,,North America,United States
300000000000176,200000000000559,Banca Popolare di Milano 2,Renewal,12/21/10,11/4/13,Gene Vaughn,100000000000129,Closed Lost,Closed Lost,205500,,North America,United States
300000000000177,200000000000260,American Express 2,Expansion,12/23/10,8/29/12,Antonia Dixon,100000000000093,Closed Won,Closed Won,246000,,North America,United States
300000000000178,200000000000561,Banco BPI 2,Renewal,12/23/10,10/4/13,Antonia Dixon,100000000000093,Closed Won,Closed Won,273000,,North America,United States
300000000000179,200000000000399,Arch Capital Group 2,New Business,12/23/10,12/2/11,Stuart Soto,100000000000046,Closed Won,Closed Won,3717980,,Europe,Eastern Europe
300000000000180,200000000000886,Canism 1,New Business,12/26/10,6/30/11,Joann Gross,100000000000065,Closed Lost,,35400,,Asia Pacific,China
300000000000181,200000000000020,Abanti 5,New Business,12/26/10,12/22/10,Hope Lynch,100000000000009,Closed Won,Closed Won,19900,,North America,United States
300000000000182,200000000000957,Cencosud 1,New Business,1/6/11,12/30/11,Michele Gonzalez,100000000000025,Closed Lost,,,,Asia Pacific,China
300000000000183,200000000000117,Agindo 1,New Business,1/6/11,2/1/12,Michele Gonzalez,100000000000025,Closed Won,Closed Won,1558200,,Europe,Western Europe
300000000000184,200000000000662,Belkin 1,New Business,1/11/11,9/15/11,Joann Gross,100000000000065,Closed Lost,,52950,,Asia Pacific,China
300000000000185,200000000000082,ADTRAN 1,New Business,1/11/11,12/31/13,Alberta Fowler,100000000000103,Closed Lost,Closed Lost,408000,,Asia Pacific,China
300000000000186,200000000000015,Aareal Bank 3,New Business,1/24/11,10/5/11,Michele Gonzalez,100000000000025,Closed Lost,,67800,,Asia Pacific,China
300000000000187,200000000000464,Atlas Air 1,New Business,1/25/11,4/8/16,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000188,200000000000950,Cedity 1,New Business,1/25/11,12/13/11,Michele Gonzalez,100000000000025,Closed Lost,,35400,,Asia Pacific,China
300000000000189,200000000000242,Amerada Hess Corporation 1,New Business,1/26/11,4/8/16,Jan Barnett,100000000000043,Closed Lost,,,,North America,United States
